,Author,Text
161,a,"voice, “that, I said, was six months ago; we’ve been bailing out there ever since, awnings furled, guns loaded, expecting to be boarded every night.” He made a gesture of utter disgust as he stopped.“They don’t know anything, these gugus,” he began again, seeing that his friends didn’t understand his disjointed explanation; “they won’t try to board a man-of-war. They’ll attack you on shore; but as for paddling out in their canoes to capture a steel monitor, it’s too absurd. Yet we stood watch on and watch off every night waiting for ’em to board. Do you blame me, sir, for feeling happy when I got these orders?” tapping his telegram against an awning stanchion. “This means life again; like we had in the dago country and up with them pigtailed chinks.”The midshipmen slapped the loquacious sailor joyfully on the back.[14]“You’re not half as glad to be with us as"
162,a,"behind Juan, señor. I’m afraid he might fall overboard and I don’t[220] know what my father would do if anything should happen to him.”The outlaw smiled and took the empty seat, taking from the boy’s unwilling hands the large paddle.“Bueno,” he exclaimed, while the two men released the boat, pushing it gently away out into the stream.Under the strong strokes of four paddles, for the midshipmen were both expert, having owned canoes at the Naval Academy, the native boat swept swiftly through the water. To avoid the strength of the current the canoe was steered close in to the steep bank under the protecting shade of the overhanging trees. Great crocodiles basking on the muddy banks were passed, the animals slinking away as the boat approached, their long tails lashing furiously in their haste. Monkeys filled the trees, whistling and jabbering fearlessly as the boat passed under them.While Phil exerted"
163,a,"those who had been torturing him, now that they were being indulged in a more interesting spectacle.Lopez, his heart beating and his bronze face set determinedly, watched the two topmasts of the gunboat as they traveled toward the bend in the river. The next second the “Mindinao’s” white bow came slowly, majestically from behind the land and turned gracefully up the river toward the cañon. At the foot of the trail khaki-clad figures suddenly appeared and mounted slowly up the narrow path. He could see the guides in front clearing and uncovering the treacherous man traps. His men had now seen the approaching deliverers and their black eyes snapped excitedly. Any one with half an eye would have known that something out of the ordinary was going forward. The eager[327] brown soldiers of Rodriguez moved about restlessly, glancing excitedly down into the valley below them. Fortunately the leader and his"
164,a,"joy at the good news it brought. He read in the natives’ eyes a look of terror at the sudden appearance of an unlooked for enemy, and at the same instant he realized that if he and his loyal natives were to be saved he must extricate them from this dangerous position between the fire of the two opposing forces. He looked wildly about him for Lopez, but he was nowhere in sight, and already the soldiers had begun to open a withering fire in their direction. Mad with their exertions, brought suddenly face to face with the enemy, the soldiers would have no discretion; friend and foe alike were mixed in one writhing mass of brown.Then a sinister face showed itself on his right hand and all thoughts of safety were thrown to the winds. Espinosa, the tyrant and murderer, was within his reach. With a score of men"
165,a,"foolhardy to risk my men against such odds.”“He does think of his men, then,” Phil thought contemptuously.The gunboat had now stopped and lay motionless on the quiet sea. Without orders[112] four boats fully manned with ready sailormen were noiselessly lowered from the davits. Stalwart arms lifted the Colt gun and placed it in the bow of a cutter. Phil gave a last careful search through his glass at the shore line, scarce a thousand yards away. He could see the shadowy form of the big white cathedral from which tongues of flame darted incessantly. To the right the long, low convent building was silent. The soldiers had seized the church and inside its shelter they were making their last stand. Phil was assured that they would be safe until their ammunition was exhausted, and his experience had taught him that soldiers in such straits, unless there was an officer to"
166,a,"know of no insurgent officer of that name. Yet he’s here, and from all accounts has been expected. Most of his party were destroyed by Blynn, but about seventy-five are believed to have escaped, and Espinosa says that his followers are landing every day in the neighborhood of Dumaguete. I think the general’s plan is to have you cruise off there in hopes of intercepting some of their war parties.”Phil had composed his ruffled feelings and listened eagerly while Major Marble was talking. His heart sank within him as there flashed through his mind thoughts as to whom Martinez might be. Maybe no less a[98] personage than Aguinaldo himself, or General Rios, had been within his grasp. Small wonder that Captain Blynn was put out at his escape. Yet he could not have done otherwise with the girl’s beseeching, pleading eyes upon him.After leaving Major Marble’s quarters the lads took"
167,a,"him in a confiding voice. “It was a natural mistake for you to make, Señor——” she stopped questioningly, and he supplied the name. “Salas, colonel in the Filipino army, señorita, at your service,” he said bowing gallantly.Maria had not guessed at the officer’s identity although she knew most of the important leaders, having known them as a girl at her father’s house before the war had begun. Now the mention of his name almost made her heart stop beating. This frail creature, with the face and figure of a boy, was feared by all who had fallen under his control. He had won the unenviable reputation of being the most cruel of the insurgent leaders, first in Luzon under Aguinaldo and then on the island of Kapay. He was scarcely older than Phil, and yet he held the rank of colonel.“Your name, señor,” she smiled, “is one[210] well known throughout"
168,a,"surprised, incredulous look on the faces of his sailors. “Will you please get aboard?”The lieutenant remained motionless, a dark scowl on his face.“Shove off,” Phil ordered harshly.The boats cleared the gangway. The sailors dipped their oar blades, ready to follow the leading boat in which was Phil and the trusty Colt.“Come back here,” the lieutenant cried, seeing he had gone too far. But Phil’s jaw was set and he turned to him a deaf ear.“It’s his own fault,” Phil confided to O’Neil at his side. “I didn’t order his men in the boats; they got in without orders, as any decent men would do. What is it, O’Neil, just pure cold feet?” he asked suddenly.[116]“Partly that, sir,” O’Neil answered, “but Lieutenant Tillotson is not a coward; he’s just overcautious and a bit of a braggart. He didn’t like attacking in the dark.”The four boats pulled with oars muffled in toward"
169,a,"the heads of their enemy had taken fright, and instead of waiting until the gunboat was immediately beneath them, had in their impatience let go their rocks, and they were falling harmlessly in the water ahead of the gunboat. Sydney steered as near the opposite shore as he dared, fearing that a boulder might have closed the channel. On top of the cliff the sound of strife could still be heard.Major Marble and Major Lukban anxiously questioned the prisoner. He alone knew the whereabouts of the trail which Espinosa and his men relied upon to furnish an avenue of escape in case the stronghold was successfully attacked. The Filipino officer held his revolver threateningly before the frightened native’s eyes.“If you allow us to pass it, I’ll have no mercy,” he exclaimed.The “Mindinao” had now emerged from[342] the dangerous cañon and the sound of firing above became less distinct.General Wilson was"
170,a,"was not sure.”Phil and Sydney exchanged glances and the captain looked up sharply, a faint suspicion entering his thoughts.[169]“What I’d like to know,” he added coldly, “is who was in that closed carriage; the sentry says there were four people.”Phil flushed as he read the insinuation in the captain’s voice.“Juan Rodriguez, his daughter and a Filipino overseer by the name of Lopez,” he answered promptly, but he lowered his eyes before the direct, searching gaze of the judge-advocate general. The presence of Colonel Martinez need not be told. It would but complicate the case and not aid in the search for Tillotson; but the army officer knew human nature too accurately, and Phil was too poor a hand at telling less than the truth.“There was besides a Filipino with the driver?” he questioned pointedly.Phil shook his head in the negative.“Was this Lopez within the carriage with Señor Rodriguez and his"
171,a,"and will try to catch you if you make a misstep—but they might fail,” he added with a shudder.A halt was called suddenly as they moved through a densely wooded section of the level trail, while several of Colonel Salas’ men moved cautiously ahead and appeared to work quietly in the jungle. After a few minutes they reappeared and signaled for the column to proceed.“Spring traps,” O’Neil informed the midshipman. “They’ve detached them from their springs. If we hadn’t known they were there one of us would have caught his foot in a piece of innocent looking vine which would have pulled a trigger and sent twenty or more spears across the trail with force sufficient to penetrate a pine board.”[287]Phil half wished that he had not volunteered for this nerve-racking ordeal. After all what did he owe Tillotson? Had not the army man tried to injure him in every"
172,a,"an agony of doubt, “don’t be foolhardy. We are absolutely in their power. See,” he cried desperately, “the ‘Albany’ has stopped and sheered away. She has given up the chase.”[56]Phil realized that Sydney was right—nothing could be gained by giving in to his rash anger. He saw that O’Neil had dropped the crowbar and had been led away by two of the natives, going as peacefully as a lamb. However his pride stood in the way of an outward surrender, and instead of agreeing to make no attempts to disable the steamer he arose and moved away from the tempting steering quadrant.The “Negros” had meanwhile threaded her way among the dangerous shoals and was now in the river; the cruiser had disappeared behind the land.A great crowd of natives ashore had witnessed the escape of the steamer from the war-ship and these lined the banks of the river shouting joyfully"
173,a,"news.“Tillotson’s father is keeping the wires hot,” he told them. “We are ordered to spare nothing to recapture him, but of course we shall do that anyway. The general has wired back the good news the señor has brought, that Tillotson is believed to be a prisoner and alive.”Before the party dispersed, Phil confided to his hearers his plan to explore the river and his intention to start that very night.“Then you will visit me on my ranch?” Rodriguez exclaimed gladly. “Everything I have is at your service,” he added with the grandiloquent air of a Spanish gentleman.[198]Phil nodded gratefully, realizing that unlike the Spaniard, whose form of address the native copied, Rodriguez made no empty offer.“I believe,” the lad continued, a spark of enthusiasm in his voice, “that a gunboat of the tonnage of this vessel is capable of reaching the insurgent stronghold.”“If you can accomplish that,” Major Marble"
174,a,"approaching. Phil halted his party and waited ready to attack if they turned out to be enemies. The next moment Maria had thrown herself into her father’s arms, and was sobbing hysterically, while his native followers withdrew to some distance and stood on guard in respectful silence.Phil and Sydney wrung the hand of their former captor Martinez.“What would Captain Blynn say now?” Phil exclaimed laughingly as O’Neil too squeezed the colonel’s hand until the latter winced. “He’d shoot us for traitors sure.”[163]Sydney smiled. “It would be rather difficult to explain the situation,” he replied, the drollness of the meeting suddenly striking him.“You saved my life, señor,” Rodriguez exclaimed suddenly, as Maria led him to the Americans. “My daughter has told me all. I do not know how she could have gone where she did, or how she found out that I had been summoned, but bringing you there has shown"
175,a,"of the natives approached his chief timidly, and spoke a few short sentences in a frightened voice.On hearing the man’s words, Salas’ face darkened in anger and he struck him brutally with his heavy whip. The startled native recoiled in terror from his incensed master.“He tells me that there is but one banka ready,” he explained apologetically; “the other bankas are at the foot of the trail two miles up the river. The ones we used this morning I left at the ranch. I am sorry, but as only five[218] can go in this boat some of the party must walk. Who shall it be?” he asked abruptly.“There are just five of us,” Maria suggested enthusiastically. “My brother and I are at home with a paddle and surely the señor colonel has often propelled his own boat.”Salas glanced keenly at the girl’s face. He saw nothing there save youthful eagerness"
176,a,"would arrive at their destination; but she belonged to a race whose color they had been taught to believe placed her on a social footing far beneath their own.The girl seemed to divine the hesitancy in the midshipmen’s manner, and for a second a slight flush spread over her dark cheeks.Phil was the first to recover and break the embarrassing silence, heartily ashamed of himself for his boorish manner.“We are glad, señorita,” he commenced haltingly in Spanish which had become rusty through lack of practice, “to have you use our chairs, and also,” he ended lamely, “to have you with us. I fear we are the only passengers.”A few moments later a servant announced[18] dinner, and the four took their seats at a table spread on the upper deck after the custom of the tropics.“The captain will not be with us,” the girl explained as Phil’s eyes rested inquiringly on"
177,a,"not wish you to believe,” the general[95] added hastily, “that I approve of useless bloodshed, but in a warfare such as has been forced upon us the higher instincts of generosity to a fallen foe have but small place. It is an eye for an eye with us now.”As the general finished speaking the adjutant-general, Major Marble, entered and greeted the newcomers warmly. Both the lads had known him in their Annapolis days.“Major Marble will give you the situation,” the general said as the midshipmen shook his hand in parting. “I suppose you are ready to get under way on summons.”Phil answered promptly in the affirmative.The major took the lads to his own comfortable quarters, facing the Plaza, and then told them briefly of the perplexing conditions under which the general was struggling.“The insurgents will only fight,” the major told them earnestly, “when they can surprise us, and with these"
178,a,"Colonel Martinez say to the girl. “Will you wait until your father sends for you, or will you accept an escort from me?”“I shall remain here,” she said; “the morning should bring my own people.”Shortly afterward the girl took her brother’s hand and led him away to the part of the camp that had been set aside for her own use, and Colonel Martinez joined the disconsolate Americans.“The señorita,” he said as he sat down on the ground near Phil, “has told me of the brave conduct of my prisoners, and I wish it were in my power to set you free. I have known many American navy men before this war began and my treatment by them has always been courteous and considerate. I have the power to take your parole, and knowing[65] the hardships which you must undergo as prisoners among our soldiers I advise you to give"
179,a,"the mouth of the river, a native canoe paddled rapidly from the landing, and ran up alongside of the gunboat. An excited hail came from its occupant, answered by an angry cry from Major Lukban who turned, his face deathly pale, and his hands trembling, to the midshipmen at his side.“Señorita Maria is missing,” he gasped.The midshipmen were stunned at the suddenness of this unexpected and disquieting news. Maria captured! What did it mean?Lukban declared that his first duty was to his young mistress and the lads heartily approved[351] of his desire to be landed to attempt to trail the lost girl and her brother.The excited native was brought on board from his canoe and told the eager men the meagre details of her loss.She and Juan had gone out to the cemetery in the morning, and had not returned. A search had been made in the afternoon and the"
180,a,"native would see the anxiety which he strove to hide.On the floor of the big room a cloth had been spread and a repast set out.With a graceful wave of his thin hands[214] Colonel Salas made a sign for all to be seated and took, himself, the place beside Maria. Phil sat on the other side of Maria, while Sydney and little Juan were placed opposite.Their brisk ride had given them all an appetite, but the terrible predicament in which they now found themselves had quite taken away their relish for food. The lads did their best to appear undisturbed, but any one with half an eye could have seen the restlessness behind their forced tranquillity.It is not the Filipino custom to talk while eating, and it was not until his dish was emptied that Colonel Salas broke the awkward silence.“Your English friends are very fond of adventure,” he said"
181,a,"see that marsh behind the town?” he exclaimed suddenly to Sydney whose eyes were upon the chart. “That’s probably mangrove, and they can’t get through that, so if they’re attacking, it’ll be from the side. If Tillotson lands his men to the northward and we take a position to the southward we ought to make a big haul. I told O’Neil to have the Colt gun ready and if it comes out as I hope it will, we’ll land it there,” pointing to a spot on the chart showing a low hill to the left of the town.Sydney agreed heartily with Phil’s plans, and berated soundly the attitude of the army man.“I suppose,” Phil said in apology for him as they parted, one to turn in, the other to keep watch until midnight, “that he’s had so much fighting he’s grown careless.”At midnight Phil was awakened, and relieved Sydney on"
182,a,"current for the search-light, and the Americans saw in the bright beam a motley crew of natives lining the lorcha’s rail, their eager bodies crouched ready to spring upon the deck of their helpless victim.“Tagalos,” the girl cried out in sudden alarm as she instinctively put her small brother behind her, shielding him from the flying bullets.“Don’t do it, sir,” O’Neil commanded hoarsely as Phil started precipitously forward.[23] “We can’t stand them off, we’re too few. Here we can make a stand if they attack us. We can’t save the ship.”The lads saw at once the wisdom in O’Neil’s advice. No power could save the ship from the terrible onslaught of that savage horde. The two vessels came together with a mighty crash, and the air was rent with harsh cries of triumph as the captors leaped on board, firing their guns and slashing with their sharp bolos. The cries"
183,a,"arose and left them without a word.“The rest of the garrison are returning, captain,” O’Neil announced, joining the midshipmen after his dinner with the soldiers. “You can see their dust down the beach.”[133]The lads watched with ill-concealed delight, much to Tillotson’s discomfiture, the arrival of Captain Baker and his eighty dust-covered soldiers. As they swung into the Plaza, apparently for the first time, they realized that something extraordinary had happened, for they quickened their pace and Captain Baker, unable to control his anxiety further, shouted eagerly to ask what had happened.Tillotson, assurance in his every motion, walked out to meet him.Phil could not refrain from comparing these two figures—one that of Captain Baker, alert, muscular, tanned by the sun, his uniform dirty and stained by travel, with grime on his soldierly countenance, while the other, slender, his clothes neat and of a dandified cut, seemed more in place in a"
184,a,"up in annoyed surprise. She saw her father on his knees in the corner before several heavy iron-bound chests, and their opened covers displayed to her anxious eyes a great wealth of gold and silver coins. More money than her young imagination had ever dreamed of.As Rodriguez’s eyes encountered the startled look in his daughter’s face, an expression of stern annoyance came into his own as he snapped the huge lids shut and rose to his feet.“Why do you keep all that money here?” she asked anxiously.Her father looked worried at the question.“All the money I have is in those chests, daughter,” he answered in a low voice. “It has[243] been buried, but when Garcia deserted me, Lopez and I dug it up and brought it in here. I fear these native banks, and if I should be robbed by the insurgents I would leave you and Juan penniless. My"
185,a,"his fluent and grandiloquent Spanish. “I have just seen the general. I abjectly apologize for my rudeness. May I count upon the friendship of the señores?” he asked in a suave, appealing voice.Phil flinched unconsciously. He felt as if some reptile was drawing him toward him against his will. Espinosa’s eyes were mild and his smile was urbane; yet he felt that treachery was hidden behind this mask of friendliness. Espinosa read the struggle in the lad’s eyes and for an instant the mildness died in his own and a savage gleam took its place, but Phil’s gaze had wandered, and this vision of the true man was lost.“I don’t bear you any ill will for that,” Phil replied, his voice unconsciously accenting the last word. “I suppose you felt you had been cheated of your victory over Colonel Martinez.” Then the lad stopped suddenly,[100] a question trembling on his"
186,a,"the hand, and thanked them for taking care of his two children.“It was the other way around,” Sydney cried in admiration. “Your daughter really saved us and herself, too. If it had not been for her we should have blundered into a fight with the ladrones and been killed for our pains.”The old man shook his head thoughtfully.“Salas, eh? So he is with Espinosa. The two blackest rogues we have in the islands. You are lucky to be free of them.”“How many men have you guarding your plantation?” Phil inquired, his mind bent upon the possibility of an attack.“I have five hundred men, but only three hundred rifles,” Rodriguez replied. “Captain Blynn will send sufficient guns to arm all the men by to-morrow. I do not fear an attack until after Espinosa is more recovered. My spies report that he is still suffering from his[236] wound. I suppose I must"
187,a,"over the island there came to Palilo to surrender to the general small bands of insurgent soldiers. Gregorio Rodriguez, the acknowledged leader after Espinosa’s death, had sent word to all his captains to stop fighting, and their obedience was instant.One evening somewhat over a week later, on board the “Mindinao” a dinner party was in progress. The happy general, a weight of care lifted from his shoulders, sat on Phil’s right, while about the board were the well-known faces of his friends. O’Neil, barred by naval etiquette from partaking at his captain’s table, in the shadow of the night, stood near, hanging on every word spoken. The[381] Chinese servants with smiling faces flitted between the galley and the quarter-deck.Maria sat between the two midshipmen, and the sadness in her eyes still lingered, but a look of admiration would kindle as she talked to each of her two friends in turn.General"
188,a,"wonder what it said?” But Phil’s mind was too much occupied in thinking of the chameleon character of his new friend to give more than a passing thought to the contents of the telegram.“How dared he accuse me of knowing about Tillotson’s disappearance?” Phil exclaimed as he sought unsuccessfully a solution to the mystery.“I don’t believe he really suspected us,” Sydney replied deprecatingly, “but it must have struck him as odd to say the least that you should pass an insurgent officer through the guards. You didn’t tell him why you did it or even give him any of the circumstances. I think it was natural that he should act as he did.”“I didn’t realize,” Phil said half laughing, “how queer it must have seemed to him. Well, I’m going up and make a clean breast of it.“Have you any suspicion as to the identity of the man I shot?”"
189,a,"the top and gone to the bottom of all the military offenses.”[137]Phil gasped in astonishment. Major Marble stood gazing compassionately at his young friend, apparently hoping to hear him clear up the mystery. But Phil was silent. He must have time to think.After Phil had reached his ship he scarcely remembered how he had behaved to his anxious and sympathetic friend, Major Marble. The boy’s mind was dazed. He had not believed that Tillotson would dare make charges against him, but now that they had been made, how should he act? The mere words of each charge were only too true but Phil felt that he had had strong and sufficient reasons for acting as he did. But now he must refute these charges or else go before a court-martial. But how could he refute them? There was but one way and that was to go to General Wilson and"
190,a,"that trail and not find out[67] that this band of natives had just left it. Where are all the old Indian fighters we used to have in the army?”Phil and Sydney both raised their heads, a look of surprise in their faces.“I hadn’t thought of that,” Sydney exclaimed. “Our trail must have been there; the native soldiers all go barefooted and leave but indistinct tracks on this hard soil, but our pony tracks must have been in plain sight.”“The solution is,” Phil broke in sadly, “those men were volunteers, the Seventy-eighth Infantry, the colonel said; there probably wasn’t an old soldier among them. They fight like demons when they see the enemy, but are as helpless as children against a savage foe skilled in woodcraft. If that had been a battalion of regulars there’d have been a fight and we would now be free, or,” he added with an unconscious"
191,a,"of smoke astern, but it gave them but scant encouragement, for it was only too evident that before the stranger, if it were one of the many small gunboats patrolling the islands, could hope to get within gunshot of the “Negros,” the steamer would have crossed the shallow bar of the Davao River and be safe from the pursuit of the deeper vessel.“If we could only stop her,” Phil lamented. “Smash those rickety engines or haul fires in the boiler.”O’Neil in answer cast a comprehensive glance at the sentries on guard on the upper deck. The evil-looking natives were squatted in plain sight, their loaded rifles held tightly in their brown fingers.[33]“Oh! for three good Krag rifles,” Sydney cried petulantly; “we could clear this deck and then jam the steering gear there, and by the time they could overpower us the gunboat, if it is one, would make them heave"
192,a,"of the steamer from the war-ship and these lined the banks of the river shouting joyfully as the “Negros” steamed quietly to the bamboo pier in front of the village.As soon as the dock had been reached, the girl dismissed the guards and the Americans once more gathered about the breakfast table.A few moments later Colonel Martinez, his face wreathed in smiles, left the bridge and joined them.[57]“You are to be given the freedom of the town,” he said as he took a cup of coffee from the servant’s hands and sipped it gratefully, “but I warn you if you attempt to escape you will be shot, and even if you escaped, without guides you would be lost in the jungle and be killed by ladrones.”Phil bowed his head in sign of submission. They were certainly prisoners, without hope of rescue.“To-morrow morning,” Colonel Martinez added, “we shall leave the village"
193,a,"meal.Phil shook his head.“No, there must be others, for I heard a woman’s voice in a cabin near ours.”As they again emerged on deck and walked aft to where their steamer chairs had been placed, a young Filipino girl rose from her seat and bowed courteously to the two young officers. Phil noticed as he saluted that she was a remarkably pretty girl of the higher class dressed in becoming native costume, and from her dark eyes there shone intelligence and knowledge.“Have I one of the señor’s chairs?” she asked in excellent Spanish. “It was very stupid of me to have forgotten mine.”Both lads remarked at once the air of good breeding and the pleasing voice; the guttural lisp so common in the Malay was lacking. She could not have appeared more at her ease and yet they saw by her dark skin and straight black hair that no other"
194,a,"life Espinosa had dodged the blow aimed at him and had taken flight, screaming as he ran for his men to open fire on the traitors. The shells of the gunboat seemed to fall in every part of the[329] stronghold and the havoc of their explosions was terrible to witness; but the small band under Lopez remained unharmed.Mad with fear, the natives who had been witnessing Phil’s torture, upon hearing the terrifying words of their leader and seeing the awful havoc behind them caused by the bursting shell, charged boldly on the natives in their front, believing that in that direction lay their one avenue of escape, but a well directed volley from Lopez’s men made them recoil in disorder.Like one who is chained, powerless in the grip of an unnerving nightmare, Phil felt rather than saw the wild scenes about him. He heard the sharp rattle of musket fire"
195,a,"upon the reporting of your relief, Midshipman Philip Perry, U. S. Navy, detached from the command of the U. S. S. ‘Mindinao’ and will proceed immediately to Manila, reporting your arrival, for passage to your home, to the senior officer present.”As soon as Marshall’s voice died away, Phil began to read his own orders, which he had kept safely pinned to the inside of his breast-pocket during the last few exciting days.“You are hereby detached from the U. S. S. ‘Phœnix’ and will proceed to Palilo, Island of Kapay, Philippine Islands, and upon your arrival assume command of the U. S. S. ‘Mindinao’ as the relief of Ensign Charles Marshall, U. S. Navy.”[90]For a moment there was complete silence, broken in an instant by a hoarse voice.“Three cheers for Captain Marshall.”From twenty-five strong chests the cheers were given, while the happy man honored blushed with pleasurable pride and manly tears"
196,a,"the prisoner. He alone knew the whereabouts of the trail which Espinosa and his men relied upon to furnish an avenue of escape in case the stronghold was successfully attacked. The Filipino officer held his revolver threateningly before the frightened native’s eyes.“If you allow us to pass it, I’ll have no mercy,” he exclaimed.The “Mindinao” had now emerged from[342] the dangerous cañon and the sound of firing above became less distinct.General Wilson was becoming impatient. He had held himself well in hand to steady the officers and men under him during the trial through which they had passed so successfully. Now his anxiety was more than he could keep to himself. He rushed up to the cringing native, taking him roughly by the shoulders and crying out to him in English, a language unintelligible to the terrified prisoner.But the general’s act was crowned with success. The insurgent soldier had steeled"
197,a,"he held the rank of colonel.“Your name, señor,” she smiled, “is one[210] well known throughout Kapay. In appearance you are not the ogre that you are painted.”Colonel Salas’ white, even teeth gleamed between his thin lips. He felt himself the master of the situation. Here was the proud daughter of Rodriguez complimenting him. His small soul was nourished by the thought that he was feared by all.“Then, señorita,” he said, “if you do not consider me an ogre, will you and your English friends accept the offer of a share in my frugal meal? It is now ready inside.”The midshipmen had watched with beating hearts this plucky girl’s brave fence with the subtle native and as he pronounced the word English he glanced at the silent lads. Phil thought he saw a gleam of joy in his cruel eyes.“They do not speak Spanish?” he asked, shrugging his shoulder expressively as"
198,a,"down to the deck and advanced to meet the native leader. At a few paces from her he halted, and the Americans held their breath in wonder to see the bandit bow low before her, raising her hand to his lips. Then he turned and gave several harsh commands to his followers, who quietly dispersed.Inside of but a few minutes the lorcha had disappeared in the night and the “Negros” resumed its journey, the noisy engines chugging away just as faithfully under their new masters.[28]The Americans, as they gathered about the table to finish the meal long forgotten in the excitement of the attack, marveled at the outcome of the affair.“Who can she be?” Sydney whispered. “Why, she orders the ladrone leader around as if she were a princess.”Phil was about to reply when the girl herself appeared from the shadows, followed by the native chief.The lads regarded him with"
199,a,"he angrily insisted. “It would be worse than murder to land now; as you said last night,” he added, seemingly grasping at a straw, “we would be between two fires.”Phil gave him an impatient glance. “Come on, Syd!” he exclaimed eagerly, leading the way down from the bridge.O’Neil had his four boats ready at the gangway; two for the soldiers and the others for the men of the gunboat who could be spared from the guns.The lads gripped each other’s hand in silence as Phil stepped on the gangway ladder leading to the boat. The soldiers by one accord had crowded aft, their rifles in hand and cartridge belts bulging with extra ammunition. Some had even filled the inside of their blue flannel shirt with more precious cartridges.[114]“Aren’t we going, sir?” the sergeant asked, gazing through the darkness for his lieutenant.Phil shook his head. He was too angry to speak."
200,b,"again, hold the boat and order your dog to get in the boat. I use the word ""Board."" Mention the dog's name and say ""board"" and to order him out, say ""move.""As soon as the dog gets in the boat say, ""Lie down"" or just ""down"" and if he does not obey, show him the whip and command him, then whip. As soon as he is down, get in and row a few hundred yards further and repeat the same a dozen of times. The moment the dog obeys, you must pet him so as to make him understand that what he does is right. If you will repeat the same tactics for three or four days, the dog will soon know how to balance himself and will be very steady — you will never have any bother with him. Thus a dog trained to water and canoe is a"
201,b,"driving off all strange intruders. They learn to know their master's animals from others in a very short time, and a well-trained dog will gather them home and put each into its right stall. They have a dainty carriage and line style, profuse silky hair of various colors.Others incline to the conviction that practical purposes have been lost sight of in breeding, and that appearances have been sought to such an extent that the present day pure bred collies lack some of the attributes of intelligence and hardihood that made the collie famous. In view of this fact it is quite likely that for general purposes and certainly for hunting purposes, a dash of alien blood is advantageous.The crossed collie, or the well-known shepherd dog, so common to the farm, are very often used with success in all forms of night hunting. There are some who go so far as"
202,b,"for a genuine dog prefers the fox or coon and some will quit it of their own accord. If not, try scolding him when he starts a rabbit. If that fails, whip him, but where foxes are plentiful, you will seldom have to do this.My pups are accustomed to the crack of a 22 rifle, as I shoot near them while young, so never have any gun-shy dogs.There is just as much in feeding a running dog, as a running horse. Some say a light feed just before starting and I have heard some say, don't feed at all. Now for a grey fox, it does not make so much difference, as the chase will only last an hour or two, and sometimes not ten minutes, but where it comes to an old red fox, — one that you start Saturday night and return just in time to accompany your"
203,b,"a fine dog has been condemned for failing to locate his 'coon when started under such a condition as this.Do not return home and leave your hounds in the woods, rather walk a mile or two to catch them and they will be in better shape to hunt the next day than if you had allowed them to run all night.I notice so many of the boys in telling of their 'coon hunting say when Old Jack or Trailer, or whatever his name might be, strikes a trail they follow him as fast as they can run until out of wind, then as soon as he barks treed, they go to him on the double quick, over logs, brush, barb wire fences, thru brier patches, swamps and so on. Now, this may be all right, I am not condemning any one else's method of hunting, but just want to exchange"
204,b,"often one bunch will participate in, ""take sides,"" and chew up each other, until all pitch in, aiming to settle things somehow. If too tired, they await the morrow. As a rule, the best sledge dogs are the poorest scrappers (so we have to be partial at times) especially to the leader who is usually the most intelligent; hence favored.In a pinch, when game and rations are scarce, they make good eating, of course, being sacrificed. At these times, their peculiar savage nature asserts itself, when you kill one for food, by signs of joy, rather than fear for they seem to be devoid of sympathy or unaffected by the scene. Their flesh is pale, tender and tasteless much like rabbit, bloodless and poor, and they will eat anything from a tin can label to Kipling's ""Rag, Bone or Hank of Hair."" When meat is plenty, they take on flesh"
205,b,"to mink hunting. Unless a dog is not afraid of water, he will never make a good mink dog (or 'coon dog either for that matter), as mink go into a great many dens both on the bank and in the water.Where the hunting is done in woods, considerable distance from streams or ponds and mink seldom travel, your dog may ""pass them by"" but if you should catch one in a trap and let him kill it, the chances are that you will have a mink dog.Again by hunting certain stretches of creek where mink frequent, your dog will soon learn that you wish him to hunt these animals. A mink holed is far from caught, especially after night. If holed in the creek bank, the chances are that the animal will dart out into the water and escape to another den.The most successful mink hunting is done during"
206,b,"not be under 20 nor over 22 1/2 inches nor weigh more than 50 pounds.The head (value 15) should be of medium size with muzzle in harmonious proportions.The skull should be rounded cross-wise with a slight peak, line of profile nearly straight, with sufficient stop to give symmetry to the head.Ears should meet to within one inch of end of muzzle, should be thin, soft in coat, low set and closely pendant.Eyes soft, medium size, and varying shades of brown. Nostrils slightly expanded. The head as a whole should denote hound character.The neck (value 5) must be clean and of good length, slightly arched, strong where it springs from the shoulders and gradually tapering to the head, without trace of throatiness.The shoulders (value 10) must be of sufficient length to give leverage and power, well sloped, muscular, but with clean run and not too broad.Chest and back ribs (value 10)."
207,b,"maintained and utilized, is the consideration of first importance. To round out the subject all forms of hunting will receive some notice, and the various breeds of dogs will be so far dealt with, that their value and usefulness in their given fields may be determined. Best of all, the contents of this volume are based on the opinions and declarations of men who have had years of experience in the matters on which they presume to write. The Compiler does not assume authorship, the matter herein being very largely from articles which have appeared in Hunter-Trader-Trapper and elsewhere. Credit is hereby extended and our thanks offered to all writers whose efforts contribute to the sum total of this volume.If this book contributes to the success in handling of dogs or opens new avenues of recreation, sport and profit for any of its readers, we shall consider its mission has"
